COUNTRY_CODE,COUNTRY,GHE_CAUSE_CODE,GHE_CAUSE_TYPE,GHE_CAUSE_TITLE,YEAR,SEX_CODE,AGEGROUP_CODE,POPULATION,DEATHS,DEATHS_RATE,DEATHS_100K,DALY,DALY_RATE,DALY_100K
USA,United States of America,1246,Noncommunicable diseases,Gallbladder and biliary diseases,2000,FMLE,YEARS40-44,11187667.0,24.8,2.21e-06,0.2,12247.4,0.00109473,109.5
USA,United States of America,550,"Communicable, maternal, perinatal and nutritional conditions",Protein-energy malnutrition,2000,FMLE,YEARS40-44,11187667.0,18.6,1.66e-06,0.2,2935.5,0.00026239,26.2
USA,United States of America,752,Noncommunicable diseases,Gallbladder and biliary tract cancer,2000,FMLE,YEARS40-44,11187667.0,25.6,2.28e-06,0.2,1250.9,0.00011181,11.2
USA,United States of America,1540,Injuries,Poisonings,2000,FMLE,YEARS40-44,11187667.0,25.9,2.31e-06,0.2,2032.1,0.00018164,18.2
USA,United States of America,1220,Noncommunicable diseases,Peptic ulcer disease,2000,FMLE,YEARS40-44,11187667.0,23.7,2.12e-06,0.2,1799.8,0.00016087,16.1
USA,United States of America,1575,Injuries,Exposure to mechanical forces,2000,FMLE,YEARS40-44,11187667.0,22.7,2.03e-06,0.2,9414.8,0.00084154,84.2
USA,United States of America,630,Noncommunicable diseases,Oesophagus cancer,2000,FMLE,YEARS40-44,11187667.0,25.6,2.28e-06,0.2,1244.6,0.00011125,11.1
USA,United States of America,190,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis B,2000,FMLE,YEARS40-44,11187667.0,24.1,2.16e-06,0.2,1182.5,0.0001057,10.6
USA,United States of America,1242,Noncommunicable diseases,Paralytic ileus and intestinal obstruction,2000,FMLE,YEARS40-44,11187667.0,18.6,1.66e-06,0.2,1233.0,0.00011021,11.0
USA,United States of America,186,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis A,2000,FMLE,YEARS40-44,11187667.0,19.8,1.77e-06,0.2,1234.3,0.00011032,11.0
USA,United States of America,950,Noncommunicable diseases,Alzheimer disease and other dementias,2000,FMLE,YEARS40-44,11187667.0,11.4,1.01e-06,0.1,1152.6,0.00010302,10.3
USA,United States of America,755,Noncommunicable diseases,Mesothelioma,2000,FMLE,YEARS40-44,11187667.0,12.2,1.09e-06,0.1,588.9,5.264e-05,5.3
USA,United States of America,110,"Communicable, maternal, perinatal and nutritional conditions",Diarrhoeal diseases,2000,FMLE,YEARS40-44,11187667.0,6.2,5.5e-07,0.1,8521.4,0.00076168,76.2
USA,United States of America,1244,Noncommunicable diseases,Inflammatory bowel disease,2000,FMLE,YEARS40-44,11187667.0,14.4,1.29e-06,0.1,5889.3,0.00052641,52.6
USA,United States of America,920,Noncommunicable diseases,Idiopathic intellectual disability,2000,FMLE,YEARS40-44,11187667.0,12.4,1.11e-06,0.1,6118.5,0.0005469,54.7
USA,United States of America,30,"Communicable, maternal, perinatal and nutritional conditions",Tuberculosis,2000,FMLE,YEARS40-44,11187667.0,9.3,8.3e-07,0.1,598.3,5.348e-05,5.3
USA,United States of America,170,"Communicable, maternal, perinatal and nutritional conditions",Meningitis,2000,FMLE,YEARS40-44,11187667.0,16.5,1.48e-06,0.1,965.8,8.633e-05,8.6
USA,United States of America,580,"Communicable, maternal, perinatal and nutritional conditions",Iron-deficiency anaemia,2000,FMLE,YEARS40-44,11187667.0,7.2,6.5e-07,0.1,20702.5,0.00185047,185.0
USA,United States of America,1350,Noncommunicable diseases,Rheumatoid arthritis,2000,FMLE,YEARS40-44,11187667.0,10.3,9.2e-07,0.1,8148.2,0.00072832,72.8
USA,United States of America,753,Noncommunicable diseases,Larynx cancer,2000,FMLE,YEARS40-44,11187667.0,13.3,1.19e-06,0.1,687.9,6.148e-05,6.1
USA,United States of America,754,Noncommunicable diseases,Thyroid cancer,2000,FMLE,YEARS40-44,11187667.0,14.4,1.29e-06,0.1,1150.5,0.00010283,10.3
USA,United States of America,990,Noncommunicable diseases,Migraine,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,95506.4,0.00853676,853.7
USA,United States of America,1030,Noncommunicable diseases,Glaucoma,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1290,Noncommunicable diseases,Urolithiasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,516.4,4.616e-05,4.6
USA,United States of America,880,Noncommunicable diseases,Anxiety disorders,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,147157.6,0.01315355,1315.4
USA,United States of America,910,Noncommunicable diseases,Childhood behavioural disorders,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,862.3,7.707e-05,7.7
USA,United States of America,1505,Noncommunicable diseases,Sudden infant death syndrome,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,350,"Communicable, maternal, perinatal and nutritional conditions",Trichuriasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,260,"Communicable, maternal, perinatal and nutritional conditions",Leishmaniasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,400,"Communicable, maternal, perinatal and nutritional conditions",Upper respiratory infections,2000,FMLE,YEARS40-44,11187667.0,2.1,1.8e-07,0.0,10795.9,0.00096498,96.5
USA,United States of America,570,"Communicable, maternal, perinatal and nutritional conditions",Vitamin A deficiency,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,320,"Communicable, maternal, perinatal and nutritional conditions",Rabies,2000,FMLE,YEARS40-44,11187667.0,3.3,2.9e-07,0.0,156.7,1.401e-05,1.4
USA,United States of America,300,"Communicable, maternal, perinatal and nutritional conditions",Dengue,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,4.7,4.2e-07,0.0
USA,United States of America,1040,Noncommunicable diseases,Cataracts,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,845.2,7.554e-05,7.6
USA,United States of America,140,"Communicable, maternal, perinatal and nutritional conditions",Diphtheria,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,285,"Communicable, maternal, perinatal and nutritional conditions",Cysticercosis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,444.9,3.976e-05,4.0
USA,United States of America,85,"Communicable, maternal, perinatal and nutritional conditions",Genital herpes,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,930.5,8.317e-05,8.3
USA,United States of America,280,"Communicable, maternal, perinatal and nutritional conditions",Onchocerciasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,50,"Communicable, maternal, perinatal and nutritional conditions",Syphilis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,78.5,7.01e-06,0.7
USA,United States of America,315,"Communicable, maternal, perinatal and nutritional conditions",Yellow fever,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1580,Injuries,Natural disasters,2000,FMLE,YEARS40-44,11187667.0,3.4,3e-07,0.0,182.0,1.626e-05,1.6
USA,United States of America,1360,Noncommunicable diseases,Osteoarthritis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,33686.3,0.00301102,301.1
USA,United States of America,70,"Communicable, maternal, perinatal and nutritional conditions",Gonorrhoea,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,401.1,3.585e-05,3.6
USA,United States of America,850,Noncommunicable diseases,Schizophrenia,2000,FMLE,YEARS40-44,11187667.0,5.2,4.6e-07,0.0,60306.5,0.00539045,539.0
USA,United States of America,295,"Communicable, maternal, perinatal and nutritional conditions",Echinococcosis,2000,FMLE,YEARS40-44,11187667.0,3.9,3.5e-07,0.0,202.2,1.808e-05,1.8
USA,United States of America,270,"Communicable, maternal, perinatal and nutritional conditions",Lymphatic filariasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,180,"Communicable, maternal, perinatal and nutritional conditions",Encephalitis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,56.7,5.07e-06,0.5
USA,United States of America,1080,Noncommunicable diseases,Other hearing loss,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,21690.5,0.00193879,193.9
USA,United States of America,365,"Communicable, maternal, perinatal and nutritional conditions",Leprosy,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1370,Noncommunicable diseases,Gout,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,927.2,8.288e-05,8.3
USA,United States of America,960,Noncommunicable diseases,Parkinson disease,2000,FMLE,YEARS40-44,11187667.0,1.0,9e-08,0.0,237.8,2.126e-05,2.1
USA,United States of America,811,Noncommunicable diseases,Thalassaemias,2000,FMLE,YEARS40-44,11187667.0,2.2,1.9e-07,0.0,752.6,6.727e-05,6.7
USA,United States of America,740,Noncommunicable diseases,Prostate cancer,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,250,"Communicable, maternal, perinatal and nutritional conditions",Schistosomiasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1310,Noncommunicable diseases,Infertility,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,1912.1,0.00017091,17.1
USA,United States of America,220,"Communicable, maternal, perinatal and nutritional conditions",Malaria,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,340,"Communicable, maternal, perinatal and nutritional conditions",Ascariasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,890,Noncommunicable diseases,Eating disorders,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,15927.4,0.00142366,142.4
USA,United States of America,362,"Communicable, maternal, perinatal and nutritional conditions",Food-bourne trematodes,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1000,Noncommunicable diseases,Non-migraine headache,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,15249.4,0.00136305,136.3
USA,United States of America,1050,Noncommunicable diseases,Uncorrected refractive errors,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,17538.2,0.00156764,156.8
USA,United States of America,240,"Communicable, maternal, perinatal and nutritional conditions",Chagas disease,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,24.8,2.22e-06,0.2
USA,United States of America,1241,Noncommunicable diseases,Gastritis and duodenitis,2000,FMLE,YEARS40-44,11187667.0,1.0,9e-08,0.0,3871.0,0.00034601,34.6
USA,United States of America,1240,Noncommunicable diseases,Appendicitis,2000,FMLE,YEARS40-44,11187667.0,5.2,4.6e-07,0.0,489.8,4.378e-05,4.4
USA,United States of America,1320,Noncommunicable diseases,Gynecological diseases,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,141570.2,0.01265413,1265.4
USA,United States of America,1280,Noncommunicable diseases,Benign prostatic hyperplasia,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,60,"Communicable, maternal, perinatal and nutritional conditions",Chlamydia,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,759.8,6.791e-05,6.8
USA,United States of America,830,Noncommunicable diseases,Depressive disorders,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,156600.8,0.01399763,1399.8
USA,United States of America,160,"Communicable, maternal, perinatal and nutritional conditions",Tetanus,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,205,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis E,2000,FMLE,YEARS40-44,11187667.0,3.7,3.3e-07,0.0,197.2,1.762e-05,1.8
USA,United States of America,410,"Communicable, maternal, perinatal and nutritional conditions",Otitis media,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,1263.2,0.00011291,11.3
USA,United States of America,1630,Injuries,Collective violence and legal intervention,2000,FMLE,YEARS40-44,11187667.0,4.1,3.7e-07,0.0,211.9,1.894e-05,1.9
USA,United States of America,80,"Communicable, maternal, perinatal and nutritional conditions",Trichomoniasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,2017.8,0.00018036,18.0
USA,United States of America,1060,Noncommunicable diseases,Macular degeneration,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1070,Noncommunicable diseases,Other vision loss,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,2355.7,0.00021057,21.1
USA,United States of America,840,Noncommunicable diseases,Bipolar disorder,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,21284.0,0.00190245,190.2
USA,United States of America,1470,Noncommunicable diseases,Oral conditions,2000,FMLE,YEARS40-44,11187667.0,1.0,9e-08,0.0,39437.1,0.00352505,352.5
USA,United States of America,360,"Communicable, maternal, perinatal and nutritional conditions",Hookworm disease,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,310,"Communicable, maternal, perinatal and nutritional conditions",Trachoma,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,742,Noncommunicable diseases,Testicular cancer,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1380,Noncommunicable diseases,Back and neck pain,2000,FMLE,YEARS40-44,11187667.0,2.1,1.8e-07,0.0,193233.1,0.01727198,1727.2
USA,United States of America,560,"Communicable, maternal, perinatal and nutritional conditions",Iodine deficiency,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,445.1,3.979e-05,4.0
USA,United States of America,130,"Communicable, maternal, perinatal and nutritional conditions",Whooping cough,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,1.9,1.7e-07,0.0
USA,United States of America,230,"Communicable, maternal, perinatal and nutritional conditions",African trypanosomiasis,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,150,"Communicable, maternal, perinatal and nutritional conditions",Measles,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,490,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,22067.7,0.0019725,197.2
USA,United States of America,900,Noncommunicable diseases,Autism and Asperger syndrome,2000,FMLE,YEARS40-44,11187667.0,0.0,0.0,0.0,3061.4,0.00027364,27.4
USA,United States of America,700,Noncommunicable diseases,Breast cancer,2000,FMLE,YEARS45-49,10213431.0,2989.5,0.0002927,29.3,143546.1,0.01405464,1405.5
USA,United States of America,1130,Noncommunicable diseases,Ischaemic heart disease,2000,FMLE,YEARS45-49,10213431.0,2346.5,0.00022975,23.0,102615.4,0.0100471,1004.7
USA,United States of America,680,Noncommunicable diseases,"Trachea, bronchus, lung cancers",2000,FMLE,YEARS45-49,10213431.0,1722.2,0.00016862,16.9,74822.7,0.00732591,732.6
USA,United States of America,1140,Noncommunicable diseases,Stroke,2000,FMLE,YEARS45-49,10213431.0,1274.2,0.00012476,12.5,74813.3,0.00732499,732.5
USA,United States of America,1530,Injuries,Road injury,2000,FMLE,YEARS45-49,10213431.0,920.0,9.008e-05,9.0,60707.6,0.0059439,594.4
USA,United States of America,1230,Noncommunicable diseases,Cirrhosis of the liver,2000,FMLE,YEARS45-49,10213431.0,867.1,8.49e-05,8.5,37786.4,0.00369968,370.0
USA,United States of America,650,Noncommunicable diseases,Colon and rectum cancers,2000,FMLE,YEARS45-49,10213431.0,841.1,8.235e-05,8.2,38058.3,0.0037263,372.6
USA,United States of America,1610,Injuries,Self-harm,2000,FMLE,YEARS45-49,10213431.0,734.5,7.192e-05,7.2,33609.0,0.00329066,329.1
USA,United States of America,800,Noncommunicable diseases,Diabetes mellitus,2000,FMLE,YEARS45-49,10213431.0,695.0,6.805e-05,6.8,69695.1,0.00682387,682.4
USA,United States of America,730,Noncommunicable diseases,Ovary cancer,2000,FMLE,YEARS45-49,10213431.0,632.5,6.193e-05,6.2,28380.8,0.00277878,277.9
USA,United States of America,870,Noncommunicable diseases,Drug use disorders,2000,FMLE,YEARS45-49,10213431.0,607.0,5.943e-05,5.9,65159.3,0.00637976,638.0
USA,United States of America,710,Noncommunicable diseases,Cervix uteri cancer,2000,FMLE,YEARS45-49,10213431.0,588.9,5.766e-05,5.8,26346.1,0.00257955,258.0
USA,United States of America,100,"Communicable, maternal, perinatal and nutritional conditions",HIV/AIDS,2000,FMLE,YEARS45-49,10213431.0,556.7,5.45e-05,5.5,26700.9,0.00261429,261.4
USA,United States of America,1150,Noncommunicable diseases,"Cardiomyopathy, myocarditis, endocarditis",2000,FMLE,YEARS45-49,10213431.0,498.0,4.876e-05,4.9,22273.3,0.00218078,218.1
USA,United States of America,760,Noncommunicable diseases,"Lymphomas, multiple myeloma",2000,FMLE,YEARS45-49,10213431.0,434.3,4.252e-05,4.3,19382.9,0.00189779,189.8
USA,United States of America,1120,Noncommunicable diseases,Hypertensive heart disease,2000,FMLE,YEARS45-49,10213431.0,425.4,4.165e-05,4.2,20181.0,0.00197593,197.6
USA,United States of America,1180,Noncommunicable diseases,Chronic obstructive pulmonary disease,2000,FMLE,YEARS45-49,10213431.0,419.9,4.111e-05,4.1,53736.3,0.00526134,526.1
USA,United States of America,1270,Noncommunicable diseases,Kidney diseases,2000,FMLE,YEARS45-49,10213431.0,395.8,3.876e-05,3.9,35759.7,0.00350124,350.1
USA,United States of America,751,Noncommunicable diseases,Brain and nervous system cancers,2000,FMLE,YEARS45-49,10213431.0,368.2,3.605e-05,3.6,16043.1,0.00157079,157.1
USA,United States of America,390,"Communicable, maternal, perinatal and nutritional conditions",Lower respiratory infections,2000,FMLE,YEARS45-49,10213431.0,332.3,3.254e-05,3.3,14800.1,0.00144908,144.9
USA,United States of America,1620,Injuries,Interpersonal violence,2000,FMLE,YEARS45-49,10213431.0,312.5,3.06e-05,3.1,18509.1,0.00181223,181.2
USA,United States of America,670,Noncommunicable diseases,Pancreas cancer,2000,FMLE,YEARS45-49,10213431.0,310.6,3.041e-05,3.0,13445.8,0.00131648,131.6
USA,United States of America,770,Noncommunicable diseases,Leukaemia,2000,FMLE,YEARS45-49,10213431.0,293.2,2.871e-05,2.9,12850.7,0.00125822,125.8
USA,United States of America,690,Noncommunicable diseases,Melanoma and other skin cancers,2000,FMLE,YEARS45-49,10213431.0,252.4,2.472e-05,2.5,12326.8,0.00120692,120.7
USA,United States of America,860,Noncommunicable diseases,Alcohol use disorders,2000,FMLE,YEARS45-49,10213431.0,221.9,2.172e-05,2.2,35646.4,0.00349015,349.0
USA,United States of America,200,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis C,2000,FMLE,YEARS45-49,10213431.0,213.7,2.092e-05,2.1,9182.6,0.00089907,89.9
USA,United States of America,1190,Noncommunicable diseases,Asthma,2000,FMLE,YEARS45-49,10213431.0,194.3,1.902e-05,1.9,36797.5,0.00360285,360.3
USA,United States of America,640,Noncommunicable diseases,Stomach cancer,2000,FMLE,YEARS45-49,10213431.0,196.2,1.921e-05,1.9,8557.3,0.00083785,83.8
USA,United States of America,980,Noncommunicable diseases,Multiple sclerosis,2000,FMLE,YEARS45-49,10213431.0,186.1,1.822e-05,1.8,15285.5,0.00149661,149.7
USA,United States of America,745,Noncommunicable diseases,Kidney cancer,2000,FMLE,YEARS45-49,10213431.0,159.8,1.565e-05,1.6,7383.5,0.00072292,72.3
USA,United States of America,660,Noncommunicable diseases,Liver cancer,2000,FMLE,YEARS45-49,10213431.0,150.7,1.475e-05,1.5,6512.6,0.00063765,63.8
USA,United States of America,1400,Noncommunicable diseases,Congenital anomalies,2000,FMLE,YEARS45-49,10213431.0,141.6,1.387e-05,1.4,11193.4,0.00109595,109.6
USA,United States of America,720,Noncommunicable diseases,Corpus uteri cancer,2000,FMLE,YEARS45-49,10213431.0,114.4,1.12e-05,1.1,6235.8,0.00061055,61.1
USA,United States of America,620,Noncommunicable diseases,Mouth and oropharynx cancers,2000,FMLE,YEARS45-49,10213431.0,109.1,1.068e-05,1.1,5002.9,0.00048983,49.0
USA,United States of America,1248,Noncommunicable diseases,Pancreatitis,2000,FMLE,YEARS45-49,10213431.0,89.0,8.71e-06,0.9,4430.8,0.00043382,43.4
USA,United States of America,1550,Injuries,Falls,2000,FMLE,YEARS45-49,10213431.0,82.4,8.07e-06,0.8,32017.3,0.00313483,313.5
USA,United States of America,630,Noncommunicable diseases,Oesophagus cancer,2000,FMLE,YEARS45-49,10213431.0,69.4,6.8e-06,0.7,3023.9,0.00029607,29.6
USA,United States of America,1110,Noncommunicable diseases,Rheumatic heart disease,2000,FMLE,YEARS45-49,10213431.0,68.5,6.71e-06,0.7,3430.2,0.00033585,33.6
USA,United States of America,1560,Injuries,"Fire, heat and hot substances",2000,FMLE,YEARS45-49,10213431.0,73.9,7.23e-06,0.7,8033.9,0.0007866,78.7
USA,United States of America,752,Noncommunicable diseases,Gallbladder and biliary tract cancer,2000,FMLE,YEARS45-49,10213431.0,60.6,5.94e-06,0.6,2638.9,0.00025838,25.8
USA,United States of America,750,Noncommunicable diseases,Bladder cancer,2000,FMLE,YEARS45-49,10213431.0,55.1,5.4e-06,0.5,2553.5,0.00025002,25.0
USA,United States of America,1330,Noncommunicable diseases,Skin diseases,2000,FMLE,YEARS45-49,10213431.0,48.1,4.71e-06,0.5,23425.5,0.0022936,229.4
USA,United States of America,753,Noncommunicable diseases,Larynx cancer,2000,FMLE,YEARS45-49,10213431.0,37.5,3.67e-06,0.4,1703.6,0.0001668,16.7
USA,United States of America,190,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis B,2000,FMLE,YEARS45-49,10213431.0,40.7,3.99e-06,0.4,1771.5,0.00017345,17.3
USA,United States of America,1220,Noncommunicable diseases,Peptic ulcer disease,2000,FMLE,YEARS45-49,10213431.0,45.0,4.41e-06,0.4,2560.5,0.0002507,25.1
USA,United States of America,970,Noncommunicable diseases,Epilepsy,2000,FMLE,YEARS45-49,10213431.0,40.9,4e-06,0.4,8262.5,0.00080898,80.9
USA,United States of America,950,Noncommunicable diseases,Alzheimer disease and other dementias,2000,FMLE,YEARS45-49,10213431.0,38.9,3.8e-06,0.4,4716.5,0.00046179,46.2
USA,United States of America,170,"Communicable, maternal, perinatal and nutritional conditions",Meningitis,2000,FMLE,YEARS45-49,10213431.0,28.6,2.8e-06,0.3,1399.7,0.00013704,13.7
USA,United States of America,1540,Injuries,Poisonings,2000,FMLE,YEARS45-49,10213431.0,33.2,3.25e-06,0.3,2151.0,0.0002106,21.1
USA,United States of America,812,Noncommunicable diseases,Sickle cell disorders and trait,2000,FMLE,YEARS45-49,10213431.0,29.7,2.91e-06,0.3,1746.3,0.00017099,17.1
USA,United States of America,1570,Injuries,Drowning,2000,FMLE,YEARS45-49,10213431.0,27.9,2.73e-06,0.3,1459.4,0.00014289,14.3
USA,United States of America,1246,Noncommunicable diseases,Gallbladder and biliary diseases,2000,FMLE,YEARS45-49,10213431.0,27.6,2.7e-06,0.3,11837.8,0.00115904,115.9
USA,United States of America,420,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2000,FMLE,YEARS45-49,10213431.0,30.5,2.99e-06,0.3,1355.7,0.00013274,13.3
USA,United States of America,1244,Noncommunicable diseases,Inflammatory bowel disease,2000,FMLE,YEARS45-49,10213431.0,30.7,3e-06,0.3,5950.6,0.00058263,58.3
USA,United States of America,550,"Communicable, maternal, perinatal and nutritional conditions",Protein-energy malnutrition,2000,FMLE,YEARS45-49,10213431.0,21.5,2.1e-06,0.2,2906.7,0.0002846,28.5
USA,United States of America,1242,Noncommunicable diseases,Paralytic ileus and intestinal obstruction,2000,FMLE,YEARS45-49,10213431.0,25.6,2.5e-06,0.2,1465.0,0.00014344,14.3
USA,United States of America,1350,Noncommunicable diseases,Rheumatoid arthritis,2000,FMLE,YEARS45-49,10213431.0,25.6,2.5e-06,0.2,10370.4,0.00101537,101.5
USA,United States of America,186,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis A,2000,FMLE,YEARS45-49,10213431.0,20.4,1.99e-06,0.2,1120.7,0.00010973,11.0
USA,United States of America,755,Noncommunicable diseases,Mesothelioma,2000,FMLE,YEARS45-49,10213431.0,19.8,1.94e-06,0.2,858.5,8.405e-05,8.4
USA,United States of America,754,Noncommunicable diseases,Thyroid cancer,2000,FMLE,YEARS45-49,10213431.0,16.5,1.62e-06,0.2,1302.9,0.00012757,12.8
USA,United States of America,1575,Injuries,Exposure to mechanical forces,2000,FMLE,YEARS45-49,10213431.0,22.5,2.2e-06,0.2,9603.4,0.00094027,94.0
USA,United States of America,850,Noncommunicable diseases,Schizophrenia,2000,FMLE,YEARS45-49,10213431.0,6.1,6e-07,0.1,51970.7,0.00508846,508.8
USA,United States of America,205,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis E,2000,FMLE,YEARS45-49,10213431.0,5.3,5.2e-07,0.1,243.1,2.38e-05,2.4
USA,United States of America,920,Noncommunicable diseases,Idiopathic intellectual disability,2000,FMLE,YEARS45-49,10213431.0,15.3,1.5e-06,0.1,5601.6,0.00054846,54.8
USA,United States of America,580,"Communicable, maternal, perinatal and nutritional conditions",Iron-deficiency anaemia,2000,FMLE,YEARS45-49,10213431.0,10.2,1e-06,0.1,13301.5,0.00130236,130.2
USA,United States of America,960,Noncommunicable diseases,Parkinson disease,2000,FMLE,YEARS45-49,10213431.0,6.1,6e-07,0.1,616.7,6.038e-05,6.0
USA,United States of America,1241,Noncommunicable diseases,Gastritis and duodenitis,2000,FMLE,YEARS45-49,10213431.0,4.1,4e-07,0.0,4283.7,0.00041942,41.9
USA,United States of America,880,Noncommunicable diseases,Anxiety disorders,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,127425.5,0.01247627,1247.6
USA,United States of America,1040,Noncommunicable diseases,Cataracts,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,1531.0,0.0001499,15.0
USA,United States of America,362,"Communicable, maternal, perinatal and nutritional conditions",Food-bourne trematodes,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,560,"Communicable, maternal, perinatal and nutritional conditions",Iodine deficiency,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,401.1,3.928e-05,3.9
USA,United States of America,811,Noncommunicable diseases,Thalassaemias,2000,FMLE,YEARS45-49,10213431.0,1.7,1.6e-07,0.0,716.6,7.016e-05,7.0
USA,United States of America,60,"Communicable, maternal, perinatal and nutritional conditions",Chlamydia,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,229.7,2.249e-05,2.2
USA,United States of America,1060,Noncommunicable diseases,Macular degeneration,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,130,"Communicable, maternal, perinatal and nutritional conditions",Whooping cough,2000,FMLE,YEARS45-49,10213431.0,0.0,0.0,0.0,1.9,1.9e-07,0.0
USA,United States of America,840,Noncommunicable diseases,Bipolar disorder,2000,FMLE,YEARS45-49,10213431.0,1.0,1e-07,0.0,19154.1,0.00187539,187.5
